"Spp","Plot.ID","Year","Observer","NOTES","obs","ind.ID","phase_ID","phase_DATE"
"SALARC","6","2017","Elise Gallois","Gaps between 27th June - 25th July","phenocam","SALARC_6_2017","P2",161
"PEDIC","5","2018","Elise Gallois",NA,"phenocam","PEDIC_5_2018","P2",177
"PEDIC","1","2017","Elise Gallois",NA,"phenocam","PEDIC_1_2017","P2",170
"PEDIC","2","2017","Elise Gallois","Gaps from 4th June - 11th June, 16th June - 7th Aug","phenocam","PEDIC_2_2017","P2",155
"PEDIC","3","2017","Elise Gallois","Gaps from17th July - 01 August","phenocam","PEDIC_3_2017","P2",164
"PEDIC","6","2017","Elise Gallois","Gaps between 27th June - 25th July","phenocam","PEDIC_6_2017","P2",167
"PEDIC","2","2016","Elise Gallois","Only starts 19th June so many phenophases missed","phenocam","PEDIC_2_2016","P2",186
"LUPARC","1","2019","Elise Gallois","Gaps between 22nd June - 15th July. NOTE: Camera labelled Slump D1 but actually phenocam 1","phenocam","LUPARC_1_2019","P2",171
"LUPARC","2","2018","Elise Gallois","Gap 15th-21st July, ends 9th August","phenocam","LUPARC_2_2018","P2",175
"LUPARC","3","2018","Elise Gallois","Ends 8th Aug - lots of senescence phenophases hadn't happened yet","phenocam","LUPARC_3_2018","P2",185
"LUPARC","5","2018","Elise Gallois",NA,"phenocam","LUPARC_5_2018","P2",184
"LUPARC","5","2017","Elise Gallois","Gaps between 6th-15th June as phenocam knocked down","phenocam","LUPARC_5_2017","P2",168
"DRYINT","1","2019",NA,NA,"transect","DRYINT_1_2019","P2",178
"DRYINT","2","2019",NA,NA,"transect","DRYINT_2_2019","P2",184
"DRYINT","3","2019",NA,NA,"transect","DRYINT_3_2019","P2",175
"DRYINT","4","2019",NA,NA,"transect","DRYINT_4_2019","P2",178
"DRYINT","5","2019",NA,NA,"transect","DRYINT_5_2019","P2",184
"DRYINT","6","2019",NA,NA,"transect","DRYINT_6_2019","P2",187
"DRYINT","7","2019",NA,NA,"transect","DRYINT_7_2019","P2",178
"DRYINT","8","2019",NA,NA,"transect","DRYINT_8_2019","P2",182
"DRYINT","9","2019",NA,NA,"transect","DRYINT_9_2019","P2",178
"DRYINT","10","2019",NA,NA,"transect","DRYINT_10_2019","P2",182
"DRYINT","11","2019",NA,NA,"transect","DRYINT_11_2019","P2",184
"DRYINT","12","2019",NA,NA,"transect","DRYINT_12_2019","P2",187
"DRYINT","13","2019",NA,NA,"transect","DRYINT_13_2019","P2",187
"DRYINT","14","2019",NA,NA,"transect","DRYINT_14_2019","P2",184
"DRYINT","15","2019",NA,NA,"transect","DRYINT_15_2019","P2",187
"DRYINT","16","2019",NA,NA,"transect","DRYINT_16_2019","P2",187
"DRYINT","17","2019",NA,NA,"transect","DRYINT_17_2019","P2",187
"DRYINT","18","2019",NA,NA,"transect","DRYINT_18_2019","P2",184
"DRYINT","19","2019",NA,NA,"transect","DRYINT_19_2019","P2",187
"DRYINT","20","2019",NA,NA,"transect","DRYINT_20_2019","P2",175
"SALARC","1","2019",NA,NA,"transect","SALARC_1_2019","P2",136
"SALARC","1","2019",NA,NA,"transect","SALARC_1_2019","P2",133
"SALARC","2","2019",NA,NA,"transect","SALARC_2_2019","P2",136
"SALARC","2","2019",NA,NA,"transect","SALARC_2_2019","P2",133
"SALARC","3","2019",NA,NA,"transect","SALARC_3_2019","P2",136
"SALARC","3","2019",NA,NA,"transect","SALARC_3_2019","P2",136
"SALARC","4","2019",NA,NA,"transect","SALARC_4_2019","P2",136
"SALARC","4","2019",NA,NA,"transect","SALARC_4_2019","P2",136
"SALARC","5","2019",NA,NA,"transect","SALARC_5_2019","P2",136
"SALARC","5","2019",NA,NA,"transect","SALARC_5_2019","P2",136
"SALARC","6","2019",NA,NA,"transect","SALARC_6_2019","P2",136
"SALARC","6","2019",NA,NA,"transect","SALARC_6_2019","P2",136
"SALARC","7","2019",NA,NA,"transect","SALARC_7_2019","P2",136
"SALARC","7","2019",NA,NA,"transect","SALARC_7_2019","P2",136
"SALARC","8","2019",NA,NA,"transect","SALARC_8_2019","P2",142
"SALARC","8","2019",NA,NA,"transect","SALARC_8_2019","P2",142
"SALARC","9","2019",NA,NA,"transect","SALARC_9_2019","P2",139
"SALARC","9","2019",NA,NA,"transect","SALARC_9_2019","P2",142
"SALARC","10","2019",NA,NA,"transect","SALARC_10_2019","P2",142
"SALARC","10","2019",NA,NA,"transect","SALARC_10_2019","P2",142
"ERIVAG","1","2019",NA,NA,"transect","ERIVAG_1_2019","P2",145
"ERIVAG","2","2019",NA,NA,"transect","ERIVAG_2_2019","P2",145
"ERIVAG","3","2019",NA,NA,"transect","ERIVAG_3_2019","P2",145
"ERIVAG","4","2019",NA,NA,"transect","ERIVAG_4_2019","P2",145
"ERIVAG","5","2019",NA,NA,"transect","ERIVAG_5_2019","P2",145
"ERIVAG","6","2019",NA,NA,"transect","ERIVAG_6_2019","P2",145
"ERIVAG","7","2019",NA,NA,"transect","ERIVAG_7_2019","P2",145
"ERIVAG","8","2019",NA,NA,"transect","ERIVAG_8_2019","P2",145
"ERIVAG","9","2019",NA,NA,"transect","ERIVAG_9_2019","P2",145
"ERIVAG","10","2019",NA,NA,"transect","ERIVAG_10_2019","P2",145
"ERIVAG","11","2019",NA,NA,"transect","ERIVAG_11_2019","P2",145
"ERIVAG","12","2019",NA,NA,"transect","ERIVAG_12_2019","P2",145
"ERIVAG","13","2019",NA,NA,"transect","ERIVAG_13_2019","P2",145
"ERIVAG","14","2019",NA,NA,"transect","ERIVAG_14_2019","P2",154
"ERIVAG","15","2019",NA,NA,"transect","ERIVAG_15_2019","P2",145
"ERIVAG","16","2019",NA,NA,"transect","ERIVAG_16_2019","P2",145
"ERIVAG","17","2019",NA,NA,"transect","ERIVAG_17_2019","P2",145
"ERIVAG","18","2019",NA,NA,"transect","ERIVAG_18_2019","P2",145
"ERIVAG","19","2019",NA,NA,"transect","ERIVAG_19_2019","P2",145
"ERIVAG","20","2019",NA,NA,"transect","ERIVAG_20_2019","P2",145
"DRYINT","6","2018",NA,NA,"transect","DRYINT_6_2018","P2",201
"DRYINT","10","2018",NA,NA,"transect","DRYINT_10_2018","P2",183
"DRYINT","16","2018",NA,NA,"transect","DRYINT_16_2018","P2",201
"ERIVAG","2","2018",NA,NA,"transect","ERIVAG_2_2018","P2",159
"ERIVAG","3","2018",NA,NA,"transect","ERIVAG_3_2018","P2",162
"ERIVAG","4","2018",NA,NA,"transect","ERIVAG_4_2018","P2",159
"ERIVAG","5","2018",NA,NA,"transect","ERIVAG_5_2018","P2",171
"ERIVAG","6","2018",NA,NA,"transect","ERIVAG_6_2018","P2",162
"ERIVAG","7","2018",NA,NA,"transect","ERIVAG_7_2018","P2",162
"ERIVAG","8","2018",NA,NA,"transect","ERIVAG_8_2018","P2",156
"ERIVAG","9","2018",NA,NA,"transect","ERIVAG_9_2018","P2",159
"ERIVAG","10","2018",NA,NA,"transect","ERIVAG_10_2018","P2",162
"ERIVAG","11","2018",NA,NA,"transect","ERIVAG_11_2018","P2",159
"ERIVAG","12","2018",NA,NA,"transect","ERIVAG_12_2018","P2",162
"ERIVAG","13","2018",NA,NA,"transect","ERIVAG_13_2018","P2",159
"ERIVAG","14","2018",NA,NA,"transect","ERIVAG_14_2018","P2",159
"ERIVAG","15","2018",NA,NA,"transect","ERIVAG_15_2018","P2",156
"ERIVAG","16","2018",NA,NA,"transect","ERIVAG_16_2018","P2",156
"ERIVAG","17","2018",NA,NA,"transect","ERIVAG_17_2018","P2",156
"ERIVAG","18","2018",NA,NA,"transect","ERIVAG_18_2018","P2",156
"ERIVAG","19","2018",NA,NA,"transect","ERIVAG_19_2018","P2",156
"ERIVAG","20","2018",NA,NA,"transect","ERIVAG_20_2018","P2",156
"SALARC","1","2018",NA,NA,"transect","SALARC_1_2018","P2",171
"SALARC","1","2018",NA,NA,"transect","SALARC_1_2018","P2",171
"SALARC","2","2018",NA,NA,"transect","SALARC_2_2018","P2",175
"SALARC","2","2018",NA,NA,"transect","SALARC_2_2018","P2",175
"SALARC","3","2018",NA,NA,"transect","SALARC_3_2018","P2",177
"SALARC","3","2018",NA,NA,"transect","SALARC_3_2018","P2",171
"SALARC","4","2018",NA,NA,"transect","SALARC_4_2018","P2",171
"SALARC","4","2018",NA,NA,"transect","SALARC_4_2018","P2",183
"SALARC","5","2018",NA,NA,"transect","SALARC_5_2018","P2",168
"SALARC","6","2018",NA,NA,"transect","SALARC_6_2018","P2",201
"SALARC","8","2018",NA,NA,"transect","SALARC_8_2018","P2",171
"SALARC","8","2018",NA,NA,"transect","SALARC_8_2018","P2",168
"SALARC","9","2018",NA,NA,"transect","SALARC_9_2018","P2",201
"SALARC","9","2018",NA,NA,"transect","SALARC_9_2018","P2",171
"SALARC","10","2018",NA,NA,"transect","SALARC_10_2018","P2",171
"SALARC","10","2018",NA,NA,"transect","SALARC_10_2018","P2",168
"DRYINT","1","2017",NA,NA,"transect","DRYINT_1_2017","P2",186
"DRYINT","3","2017",NA,NA,"transect","DRYINT_3_2017","P2",174
"DRYINT","7","2017",NA,NA,"transect","DRYINT_7_2017","P2",174
"DRYINT","14","2017",NA,NA,"transect","DRYINT_14_2017","P2",186
"DRYINT","15","2017",NA,NA,"transect","DRYINT_15_2017","P2",183
"DRYINT","19","2017",NA,NA,"transect","DRYINT_19_2017","P2",183
"DRYINT","20","2017",NA,NA,"transect","DRYINT_20_2017","P2",174
"ERIVAG","2","2017",NA,NA,"transect","ERIVAG_2_2017","P2",141
"ERIVAG","3","2017",NA,NA,"transect","ERIVAG_3_2017","P2",138
"ERIVAG","6","2017",NA,NA,"transect","ERIVAG_6_2017","P2",138
"ERIVAG","7","2017",NA,NA,"transect","ERIVAG_7_2017","P2",138
"ERIVAG","8","2017",NA,NA,"transect","ERIVAG_8_2017","P2",138
"ERIVAG","10","2017",NA,NA,"transect","ERIVAG_10_2017","P2",141
"ERIVAG","11","2017",NA,NA,"transect","ERIVAG_11_2017","P2",138
"ERIVAG","13","2017",NA,NA,"transect","ERIVAG_13_2017","P2",138
"ERIVAG","14","2017",NA,NA,"transect","ERIVAG_14_2017","P2",141
"ERIVAG","15","2017",NA,NA,"transect","ERIVAG_15_2017","P2",138
"ERIVAG","16","2017",NA,NA,"transect","ERIVAG_16_2017","P2",138
"ERIVAG","17","2017",NA,NA,"transect","ERIVAG_17_2017","P2",141
"ERIVAG","18","2017",NA,NA,"transect","ERIVAG_18_2017","P2",138
"ERIVAG","19","2017",NA,NA,"transect","ERIVAG_19_2017","P2",138
"ERIVAG","20","2017",NA,NA,"transect","ERIVAG_20_2017","P2",138
"SALARC","1","2017",NA,NA,"transect","SALARC_1_2017","P2",159
"SALARC","1","2017",NA,NA,"transect","SALARC_1_2017","P2",150
"SALARC","2","2017",NA,NA,"transect","SALARC_2_2017","P2",159
"SALARC","2","2017",NA,NA,"transect","SALARC_2_2017","P2",153
"SALARC","3","2017",NA,NA,"transect","SALARC_3_2017","P2",163
"SALARC","3","2017",NA,NA,"transect","SALARC_3_2017","P2",159
"SALARC","4","2017",NA,NA,"transect","SALARC_4_2017","P2",156
"SALARC","4","2017",NA,NA,"transect","SALARC_4_2017","P2",165
"SALARC","5","2017",NA,NA,"transect","SALARC_5_2017","P2",159
"SALARC","6","2017",NA,NA,"transect","SALARC_6_2017","P2",160
"SALARC","6","2017",NA,NA,"transect","SALARC_6_2017","P2",163
"SALARC","7","2017",NA,NA,"transect","SALARC_7_2017","P2",153
"SALARC","7","2017",NA,NA,"transect","SALARC_7_2017","P2",163
"SALARC","8","2017",NA,NA,"transect","SALARC_8_2017","P2",159
"SALARC","8","2017",NA,NA,"transect","SALARC_8_2017","P2",150
"SALARC","9","2017",NA,NA,"transect","SALARC_9_2017","P2",163
"SALARC","9","2017",NA,NA,"transect","SALARC_9_2017","P2",150
"SALARC","10","2017",NA,NA,"transect","SALARC_10_2017","P2",150
"SALARC","10","2017",NA,NA,"transect","SALARC_10_2017","P2",153
"DRYINT","1","2016",NA,NA,"transect","DRYINT_1_2016","P2",180
"DRYINT","4","2016",NA,NA,"transect","DRYINT_4_2016","P2",180
"DRYINT","6","2016",NA,NA,"transect","DRYINT_6_2016","P2",183
"DRYINT","10","2016",NA,NA,"transect","DRYINT_10_2016","P2",176
"DRYINT","14","2016",NA,NA,"transect","DRYINT_14_2016","P2",183
"DRYINT","20","2016",NA,NA,"transect","DRYINT_20_2016","P2",207
"ERIVAG","1","2016",NA,NA,"transect","ERIVAG_1_2016","P2",142
"ERIVAG","2","2016",NA,NA,"transect","ERIVAG_2_2016","P2",138
"ERIVAG","3","2016",NA,NA,"transect","ERIVAG_3_2016","P2",135
"ERIVAG","4","2016",NA,NA,"transect","ERIVAG_4_2016","P2",135
"ERIVAG","5","2016",NA,NA,"transect","ERIVAG_5_2016","P2",135
"ERIVAG","6","2016",NA,NA,"transect","ERIVAG_6_2016","P2",135
"ERIVAG","7","2016",NA,NA,"transect","ERIVAG_7_2016","P2",135
"ERIVAG","8","2016",NA,NA,"transect","ERIVAG_8_2016","P2",135
"ERIVAG","9","2016",NA,NA,"transect","ERIVAG_9_2016","P2",186
"ERIVAG","10","2016",NA,NA,"transect","ERIVAG_10_2016","P2",138
"ERIVAG","11","2016",NA,NA,"transect","ERIVAG_11_2016","P2",135
"ERIVAG","12","2016",NA,NA,"transect","ERIVAG_12_2016","P2",186
"ERIVAG","13","2016",NA,NA,"transect","ERIVAG_13_2016","P2",138
"ERIVAG","14","2016",NA,NA,"transect","ERIVAG_14_2016","P2",138
"ERIVAG","15","2016",NA,NA,"transect","ERIVAG_15_2016","P2",144
"ERIVAG","16","2016",NA,NA,"transect","ERIVAG_16_2016","P2",138
"ERIVAG","17","2016",NA,NA,"transect","ERIVAG_17_2016","P2",135
"ERIVAG","18","2016",NA,NA,"transect","ERIVAG_18_2016","P2",142
"ERIVAG","19","2016",NA,NA,"transect","ERIVAG_19_2016","P2",135
"ERIVAG","20","2016",NA,NA,"transect","ERIVAG_20_2016","P2",135
"SALARC","1","2016",NA,NA,"transect","SALARC_1_2016","P2",156
"SALARC","10","2016",NA,NA,"transect","SALARC_10_2016","P2",156
"SALARC","2","2016",NA,NA,"transect","SALARC_2_2016","P2",159
"SALARC","3","2016",NA,NA,"transect","SALARC_3_2016","P2",159
"SALARC","4","2016",NA,NA,"transect","SALARC_4_2016","P2",159
"SALARC","5","2016",NA,NA,"transect","SALARC_5_2016","P2",166
"SALARC","6","2016",NA,NA,"transect","SALARC_6_2016","P2",159
"SALARC","7","2016",NA,NA,"transect","SALARC_7_2016","P2",156
"SALARC","8","2016",NA,NA,"transect","SALARC_8_2016","P2",156
"SALARC","9","2016",NA,NA,"transect","SALARC_9_2016","P2",156
"SALARC","1","2016",NA,NA,"transect","SALARC_1_2016","P2",159
"SALARC","10","2016",NA,NA,"transect","SALARC_10_2016","P2",159
"SALARC","2","2016",NA,NA,"transect","SALARC_2_2016","P2",156
"SALARC","3","2016",NA,NA,"transect","SALARC_3_2016","P2",159
"SALARC","5","2016",NA,NA,"transect","SALARC_5_2016","P2",177
"SALARC","6","2016",NA,NA,"transect","SALARC_6_2016","P2",159
"SALARC","7","2016",NA,NA,"transect","SALARC_7_2016","P2",159
"SALARC","8","2016",NA,NA,"transect","SALARC_8_2016","P2",156
"SALARC","9","2016",NA,NA,"transect","SALARC_9_2016","P2",147
"DRYINT","1","2015",NA,NA,"transect","DRYINT_1_2015","P2",175
"DRYINT","2","2015",NA,NA,"transect","DRYINT_2_2015","P2",175
"DRYINT","3","2015",NA,NA,"transect","DRYINT_3_2015","P2",163
"DRYINT","5","2015",NA,NA,"transect","DRYINT_5_2015","P2",172
"DRYINT","6","2015",NA,NA,"transect","DRYINT_6_2015","P2",172
"DRYINT","7","2015",NA,NA,"transect","DRYINT_7_2015","P2",172
"DRYINT","8","2015",NA,NA,"transect","DRYINT_8_2015","P2",172
"DRYINT","10","2015",NA,NA,"transect","DRYINT_10_2015","P2",172
"DRYINT","14","2015",NA,NA,"transect","DRYINT_14_2015","P2",175
"DRYINT","20","2015",NA,NA,"transect","DRYINT_20_2015","P2",172
"ERIVAG","3","2015",NA,NA,"transect","ERIVAG_3_2015","P2",137
"ERIVAG","5","2015",NA,NA,"transect","ERIVAG_5_2015","P2",137
"ERIVAG","6","2015",NA,NA,"transect","ERIVAG_6_2015","P2",137
"ERIVAG","7","2015",NA,NA,"transect","ERIVAG_7_2015","P2",137
"ERIVAG","8","2015",NA,NA,"transect","ERIVAG_8_2015","P2",137
"ERIVAG","9","2015",NA,NA,"transect","ERIVAG_9_2015","P2",137
"ERIVAG","10","2015",NA,NA,"transect","ERIVAG_10_2015","P2",137
"ERIVAG","11","2015",NA,NA,"transect","ERIVAG_11_2015","P2",137
"ERIVAG","12","2015",NA,NA,"transect","ERIVAG_12_2015","P2",137
"ERIVAG","13","2015",NA,NA,"transect","ERIVAG_13_2015","P2",137
"ERIVAG","14","2015",NA,NA,"transect","ERIVAG_14_2015","P2",137
"ERIVAG","15","2015",NA,NA,"transect","ERIVAG_15_2015","P2",137
"ERIVAG","16","2015",NA,NA,"transect","ERIVAG_16_2015","P2",137
"ERIVAG","17","2015",NA,NA,"transect","ERIVAG_17_2015","P2",137
"ERIVAG","18","2015",NA,NA,"transect","ERIVAG_18_2015","P2",137
"ERIVAG","19","2015",NA,NA,"transect","ERIVAG_19_2015","P2",137
"SALARC","1","2015",NA,NA,"transect","SALARC_1_2015","P2",144
"SALARC","10","2015",NA,NA,"transect","SALARC_10_2015","P2",137
"SALARC","2","2015",NA,NA,"transect","SALARC_2_2015","P2",141
"SALARC","3","2015",NA,NA,"transect","SALARC_3_2015","P2",147
"SALARC","4","2015",NA,NA,"transect","SALARC_4_2015","P2",144
"SALARC","5","2015",NA,NA,"transect","SALARC_5_2015","P2",137
"SALARC","7","2015",NA,NA,"transect","SALARC_7_2015","P2",137
"SALARC","8","2015",NA,NA,"transect","SALARC_8_2015","P2",141
"SALARC","9","2015",NA,NA,"transect","SALARC_9_2015","P2",141
"SALARC","1","2015",NA,NA,"transect","SALARC_1_2015","P2",144
"SALARC","10","2015",NA,NA,"transect","SALARC_10_2015","P2",141
"SALARC","2","2015",NA,NA,"transect","SALARC_2_2015","P2",141
"SALARC","3","2015",NA,NA,"transect","SALARC_3_2015","P2",141
"SALARC","4","2015",NA,NA,"transect","SALARC_4_2015","P2",141
"SALARC","5","2015",NA,NA,"transect","SALARC_5_2015","P2",141
"SALARC","6","2015",NA,NA,"transect","SALARC_6_2015","P2",141
"SALARC","7","2015",NA,NA,"transect","SALARC_7_2015","P2",141
"SALARC","8","2015",NA,NA,"transect","SALARC_8_2015","P2",141
"SALARC","9","2015",NA,NA,"transect","SALARC_9_2015","P2",141
"DRYINT","1","2014",NA,NA,"transect","DRYINT_1_2014","P2",180
"DRYINT","5","2014",NA,NA,"transect","DRYINT_5_2014","P2",180
"DRYINT","6","2014",NA,NA,"transect","DRYINT_6_2014","P2",174
"DRYINT","7","2014",NA,NA,"transect","DRYINT_7_2014","P2",174
"DRYINT","10","2014",NA,NA,"transect","DRYINT_10_2014","P2",177
"DRYINT","15","2014",NA,NA,"transect","DRYINT_15_2014","P2",190
"DRYINT","17","2014",NA,NA,"transect","DRYINT_17_2014","P2",180
"DRYINT","19","2014",NA,NA,"transect","DRYINT_19_2014","P2",180
"DRYINT","20","2014",NA,NA,"transect","DRYINT_20_2014","P2",207
"ERIVAG","1","2014",NA,NA,"transect","ERIVAG_1_2014","P2",156
"ERIVAG","2","2014",NA,NA,"transect","ERIVAG_2_2014","P2",125
"ERIVAG","3","2014",NA,NA,"transect","ERIVAG_3_2014","P2",135
"ERIVAG","4","2014",NA,NA,"transect","ERIVAG_4_2014","P2",135
"ERIVAG","5","2014",NA,NA,"transect","ERIVAG_5_2014","P2",135
"ERIVAG","6","2014",NA,NA,"transect","ERIVAG_6_2014","P2",135
"ERIVAG","7","2014",NA,NA,"transect","ERIVAG_7_2014","P2",135
"ERIVAG","8","2014",NA,NA,"transect","ERIVAG_8_2014","P2",135
"ERIVAG","9","2014",NA,NA,"transect","ERIVAG_9_2014","P2",135
"ERIVAG","10","2014",NA,NA,"transect","ERIVAG_10_2014","P2",135
"ERIVAG","11","2014",NA,NA,"transect","ERIVAG_11_2014","P2",135
"ERIVAG","12","2014",NA,NA,"transect","ERIVAG_12_2014","P2",135
"ERIVAG","13","2014",NA,NA,"transect","ERIVAG_13_2014","P2",135
"ERIVAG","14","2014",NA,NA,"transect","ERIVAG_14_2014","P2",135
"ERIVAG","15","2014",NA,NA,"transect","ERIVAG_15_2014","P2",135
"ERIVAG","16","2014",NA,NA,"transect","ERIVAG_16_2014","P2",135
"ERIVAG","17","2014",NA,NA,"transect","ERIVAG_17_2014","P2",135
"ERIVAG","18","2014",NA,NA,"transect","ERIVAG_18_2014","P2",135
"ERIVAG","19","2014",NA,NA,"transect","ERIVAG_19_2014","P2",135
"ERIVAG","20","2014",NA,NA,"transect","ERIVAG_20_2014","P2",135
"SALARC","1","2014",NA,NA,"transect","SALARC_1_2014","P2",168
"SALARC","10","2014",NA,NA,"transect","SALARC_10_2014","P2",135
"SALARC","2","2014",NA,NA,"transect","SALARC_2_2014","P2",166
"SALARC","3","2014",NA,NA,"transect","SALARC_3_2014","P2",166
"SALARC","4","2014",NA,NA,"transect","SALARC_4_2014","P2",196
"SALARC","5","2014",NA,NA,"transect","SALARC_5_2014","P2",166
"SALARC","6","2014",NA,NA,"transect","SALARC_6_2014","P2",166
"SALARC","7","2014",NA,NA,"transect","SALARC_7_2014","P2",153
"SALARC","8","2014",NA,NA,"transect","SALARC_8_2014","P2",150
"SALARC","9","2014",NA,NA,"transect","SALARC_9_2014","P2",150
"SALARC","1","2014",NA,NA,"transect","SALARC_1_2014","P2",159
"SALARC","10","2014",NA,NA,"transect","SALARC_10_2014","P2",147
"SALARC","2","2014",NA,NA,"transect","SALARC_2_2014","P2",159
"SALARC","3","2014",NA,NA,"transect","SALARC_3_2014","P2",166
"SALARC","4","2014",NA,NA,"transect","SALARC_4_2014","P2",166
"SALARC","5","2014",NA,NA,"transect","SALARC_5_2014","P2",159
"SALARC","6","2014",NA,NA,"transect","SALARC_6_2014","P2",153
"SALARC","7","2014",NA,NA,"transect","SALARC_7_2014","P2",150
"SALARC","8","2014",NA,NA,"transect","SALARC_8_2014","P2",147
"SALARC","9","2014",NA,NA,"transect","SALARC_9_2014","P2",150
"DRYINT","2","2013",NA,NA,"transect","DRYINT_2_2013","P2",181
"DRYINT","4","2013",NA,NA,"transect","DRYINT_4_2013","P2",181
"DRYINT","6","2013",NA,NA,"transect","DRYINT_6_2013","P2",172
"DRYINT","10","2013",NA,NA,"transect","DRYINT_10_2013","P2",178
"DRYINT","13","2013",NA,NA,"transect","DRYINT_13_2013","P2",178
"DRYINT","15","2013",NA,NA,"transect","DRYINT_15_2013","P2",181
"DRYINT","17","2013",NA,NA,"transect","DRYINT_17_2013","P2",181
"DRYINT","18","2013",NA,NA,"transect","DRYINT_18_2013","P2",181
"DRYINT","19","2013",NA,NA,"transect","DRYINT_19_2013","P2",178
"DRYINT","20","2013",NA,NA,"transect","DRYINT_20_2013","P2",172
"ERIVAG","1","2013",NA,NA,"transect","ERIVAG_1_2013","P2",148
"ERIVAG","2","2013",NA,NA,"transect","ERIVAG_2_2013","P2",148
"ERIVAG","3","2013",NA,NA,"transect","ERIVAG_3_2013","P2",148
"ERIVAG","4","2013",NA,NA,"transect","ERIVAG_4_2013","P2",148
"ERIVAG","5","2013",NA,NA,"transect","ERIVAG_5_2013","P2",148
"ERIVAG","6","2013",NA,NA,"transect","ERIVAG_6_2013","P2",148
"ERIVAG","7","2013",NA,NA,"transect","ERIVAG_7_2013","P2",148
"ERIVAG","8","2013",NA,NA,"transect","ERIVAG_8_2013","P2",148
"ERIVAG","10","2013",NA,NA,"transect","ERIVAG_10_2013","P2",148
"ERIVAG","11","2013",NA,NA,"transect","ERIVAG_11_2013","P2",148
"ERIVAG","12","2013",NA,NA,"transect","ERIVAG_12_2013","P2",148
"ERIVAG","13","2013",NA,NA,"transect","ERIVAG_13_2013","P2",148
"ERIVAG","14","2013",NA,NA,"transect","ERIVAG_14_2013","P2",148
"ERIVAG","15","2013",NA,NA,"transect","ERIVAG_15_2013","P2",148
"ERIVAG","16","2013",NA,NA,"transect","ERIVAG_16_2013","P2",148
"ERIVAG","18","2013",NA,NA,"transect","ERIVAG_18_2013","P2",148
"ERIVAG","19","2013",NA,NA,"transect","ERIVAG_19_2013","P2",148
"ERIVAG","20","2013",NA,NA,"transect","ERIVAG_20_2013","P2",148
"SALARC","1","2013",NA,NA,"transect","SALARC_1_2013","P2",178
"SALARC","10","2013",NA,NA,"transect","SALARC_10_2013","P2",166
"SALARC","2","2013",NA,NA,"transect","SALARC_2_2013","P2",166
"SALARC","3","2013",NA,NA,"transect","SALARC_3_2013","P2",166
"SALARC","4","2013",NA,NA,"transect","SALARC_4_2013","P2",166
"SALARC","5","2013",NA,NA,"transect","SALARC_5_2013","P2",166
"SALARC","6","2013",NA,NA,"transect","SALARC_6_2013","P2",166
"SALARC","7","2013",NA,NA,"transect","SALARC_7_2013","P2",166
"SALARC","8","2013",NA,NA,"transect","SALARC_8_2013","P2",166
"SALARC","9","2013",NA,NA,"transect","SALARC_9_2013","P2",166
"SALARC","1","2013",NA,NA,"transect","SALARC_1_2013","P2",166
"SALARC","10","2013",NA,NA,"transect","SALARC_10_2013","P2",166
"SALARC","2","2013",NA,NA,"transect","SALARC_2_2013","P2",178
"SALARC","3","2013",NA,NA,"transect","SALARC_3_2013","P2",175
"SALARC","4","2013",NA,NA,"transect","SALARC_4_2013","P2",166
"SALARC","5","2013",NA,NA,"transect","SALARC_5_2013","P2",172
"SALARC","6","2013",NA,NA,"transect","SALARC_6_2013","P2",166
"SALARC","7","2013",NA,NA,"transect","SALARC_7_2013","P2",184
